Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
157,25.0011,0.6206,60.0,462.54,536.76,1257.77,1043.54,7.05,9.03,175.13,1915.48,8017.66,0.94,36.89,164.24,2028.43,7882.86,10.8757,0.02,307,1915,84.93,14.25,8.5463,0
158,35.002,0.8418,100.0,449.44,555.25,1369.17,1128.51,5.48,8.0,194.04,2223.18,8367.77,1.02,41.83,182.94,2388.22,8073.22,9.3541,0.02,333,2223,100.0,14.77,8.9196,0
159,20.0079,0.7016,100.0,491.19,607.37,1485.05,1247.57,9.35,13.65,334.97,2323.98,8727.65,1.08,44.32,314.96,2388.13,8070.78,9.2145,0.02,365,2324,100.0,24.74,14.741,0
160,42.0059,0.84,100.0,445.0,549.27,1344.9,1127.99,3.91,5.72,138.27,2212.06,8337.72,1.02,41.84,130.39,2388.21,8093.81,9.3417,0.02,331,2212,100.0,10.48,6.393,0
161,42.0022,0.8412,100.0,445.0,549.94,1354.44,1123.39,3.91,5.71,139.1,2212.1,8337.89,1.02,41.83,130.84,2388.17,8092.83,9.3404,0.02,330,2212,100.0,10.55,6.3235,0
162,20.0036,0.7,100.0,491.19,607.02,1479.41,1246.09,9.35,13.65,333.85,2323.98,8730.51,1.08,44.2,315.22,2388.13,8069.97,9.195,0.02,365,2324,100.0,24.54,14.6571,0
163,42.0013,0.84,100.0,445.0,549.09,1347.14,1120.42,3.91,5.72,138.46,2212.14,8332.5,1.02,41.95,130.59,2388.23,8093.29,9.3624,0.02,329,2212,100.0,10.8,6.3272,0
164,34.9999,0.84,100.0,449.44,556.19,1371.72,1124.47,5.48,8.0,194.48,2223.09,8360.79,1.02,41.9,182.97,2388.25,8073.35,9.312,0.02,333,2223,100.0,14.82,8.9245,0
165,0.0012,0.0,100.0,518.67,642.17,1590.11,1412.11,14.62,21.61,553.33,2388.04,9071.29,1.3,47.34,522.21,2388.03,8146.04,8.3996,0.03,391,2388,100.0,39.06,23.3537,0
166,35.0007,0.84,100.0,449.44,555.54,1359.1,1122.98,5.48,8.0,195.08,2223.15,8359.29,1.03,41.93,182.91,2388.18,8080.71,9.3193,0.02,333,2223,100.0,14.8,8.7925,0
167,0.0019,0.0017,100.0,518.67,641.99,1592.27,1405.53,14.62,21.61,553.39,2388.03,9063.85,1.3,47.6,521.58,2388.07,8143.23,8.4437,0.03,392,2388,100.0,38.98,23.3891,0
168,20.0073,0.7,100.0,491.19,607.07,1481.99,1244.89,9.35,13.66,335.53,2324.0,8732.44,1.08,44.31,315.31,2388.13,8070.54,9.1969,0.02,364,2324,100.0,24.54,14.778,0
169,25.0053,0.6211,60.0,462.54,536.64,1267.28,1041.02,7.05,9.03,175.61,1915.48,8016.53,0.94,36.63,164.61,2028.45,7884.44,10.875,0.02,307,1915,84.93,14.25,8.6117,0
170,0.0001,0.0015,100.0,518.67,642.35,1587.21,1399.34,14.62,21.61,553.3,2388.03,9071.09,1.3,47.47,521.59,2388.04,8150.58,8.4152,0.03,392,2388,100.0,38.79,23.1784,0
171,10.0024,0.25,100.0,489.05,604.8,1500.69,1313.04,10.52,15.49,395.42,2318.86,8791.83,1.26,45.29,371.74,2388.09,8143.19,8.6414,0.03,370,2319,100.0,28.53,17.2232,0
172,42.0014,0.84,100.0,445.0,549.58,1352.35,1123.42,3.91,5.72,138.97,2212.09,8332.25,1.02,42.05,130.6,2388.15,8090.02,9.3687,0.02,331,2212,100.0,10.67,6.3711,0
173,10.0063,0.2518,100.0,489.05,604.88,1497.76,1308.97,10.52,15.49,395.11,2318.88,8793.02,1.26,45.38,372.06,2388.13,8139.25,8.6364,0.03,369,2319,100.0,28.46,17.1514,0
174,10.0048,0.25,100.0,489.05,604.91,1502.74,1308.02,10.52,15.49,394.61,2318.87,8794.24,1.26,45.36,371.49,2388.13,8146.65,8.6621,0.03,370,2319,100.0,28.66,17.1763,0
175,41.9983,0.84,100.0,445.0,550.36,1349.65,1124.08,3.91,5.72,138.79,2212.14,8336.7,1.02,42.09,130.85,2388.25,8102.63,9.3433,0.02,330,2212,100.0,10.66,6.2948,0
176,10.001,0.2515,100.0,489.05,604.3,1500.47,1298.95,10.52,15.49,395.15,2318.91,8787.34,1.26,45.44,371.97,2388.14,8140.5,8.6609,0.03,370,2319,100.0,28.52,17.1634,0
177,20.0067,0.7,100.0,491.19,606.73,1477.59,1247.86,9.35,13.65,335.44,2324.03,8731.7,1.08,44.18,315.55,2388.15,8075.57,9.2313,0.02,367,2324,100.0,24.45,14.6459,0
178,10.0031,0.25,100.0,489.05,605.05,1495.08,1302.76,10.52,15.49,394.49,2318.91,8795.86,1.26,45.38,372.25,2388.1,8144.5,8.6311,0.03,369,2319,100.0,28.6,17.1753,0
179,24.9981,0.6205,60.0,462.54,536.4,1275.58,1036.4,7.05,9.03,175.76,1915.52,8015.36,0.94,36.72,165.04,2028.4,7879.15,10.8842,0.02,307,1915,84.93,14.22,8.6653,0
180,0.0004,0.0,100.0,518.67,642.27,1588.43,1401.89,14.62,21.61,553.66,2388.06,9064.21,1.3,47.26,521.92,2388.0,8151.34,8.4085,0.03,391,2388,100.0,38.77,23.3547,0
181,10.004,0.25,100.0,489.05,604.17,1497.93,1301.06,10.52,15.5,394.64,2318.92,8785.03,1.26,45.31,371.29,2388.07,8142.06,8.6168,0.03,369,2319,100.0,28.7,17.1045,0
182,41.9999,0.8419,100.0,445.0,549.85,1349.1,1118.67,3.91,5.72,138.84,2212.17,8337.76,1.02,41.98,130.97,2388.3,8098.91,9.348,0.02,330,2212,100.0,10.54,6.3669,0
183,25.0017,0.62,60.0,462.54,537.1,1258.14,1041.64,7.05,9.03,175.52,1915.49,8024.25,0.94,36.6,164.25,2028.44,7882.21,10.8771,0.02,308,1915,84.93,14.37,8.6476,0
184,0.0004,0.001,100.0,518.67,642.21,1592.42,1405.09,14.62,21.61,553.9,2388.04,9073.09,1.3,47.43,521.52,2388.04,8147.49,8.4177,0.03,393,2388,100.0,38.82,23.296,0
185,41.9985,0.8418,100.0,445.0,549.42,1345.8,1125.41,3.91,5.71,139.25,2212.1,8325.92,1.02,42.26,130.9,2388.21,8092.64,9.3937,0.02,330,2212,100.0,10.56,6.3553,0
186,42.0002,0.84,100.0,445.0,548.8,1354.89,1123.08,3.91,5.72,138.55,2212.1,8328.08,1.02,41.96,130.61,2388.19,8097.04,9.3668,0.02,330,2212,100.0,10.59,6.2791,0
187,42.0032,0.8403,100.0,445.0,549.78,1348.47,1120.25,3.91,5.71,139.4,2212.13,8332.73,1.02,42.08,130.71,2388.24,8098.75,9.3745,0.02,328,2212,100.0,10.64,6.4213,0
188,19.9991,0.7,100.0,491.19,607.49,1486.24,1250.54,9.35,13.65,334.95,2324.0,8743.89,1.08,44.54,314.96,2388.12,8075.87,9.2106,0.02,365,2324,100.0,24.31,14.7444,0
189,25.0078,0.621,60.0,462.54,536.32,1257.45,1049.24,7.05,9.03,175.73,1915.45,8021.2,0.94,36.53,164.58,2028.51,7884.94,10.8846,0.02,306,1915,84.93,14.11,8.589,0
190,25.0078,0.62,60.0,462.54,536.94,1261.98,1048.39,7.05,9.03,176.03,1915.55,8018.09,0.94,36.65,164.41,2028.41,7889.34,10.9294,0.02,308,1915,84.93,14.19,8.5453,0
191,35.0074,0.8407,100.0,449.44,555.6,1361.27,1134.24,5.48,8.0,194.82,2223.19,8358.97,1.02,41.89,183.41,2388.27,8080.92,9.2963,0.02,333,2223,100.0,14.76,8.8949,0
192,42.0057,0.84,100.0,445.0,549.81,1356.2,1119.0,3.91,5.72,138.84,2212.18,8335.34,1.02,42.27,130.46,2388.22,8093.79,9.3298,0.02,330,2212,100.0,10.65,6.3563,0
193,25.0053,0.6207,60.0,462.54,537.16,1267.28,1056.6,7.05,9.03,175.62,1915.59,8027.43,0.94,36.82,164.57,2028.49,7884.01,10.9168,0.02,305,1915,84.93,14.22,8.544,0
194,10.0037,0.2513,100.0,489.05,604.27,1495.07,1301.43,10.52,15.49,393.68,2318.9,8796.39,1.26,45.52,371.69,2388.14,8145.84,8.646,0.03,369,2319,100.0,28.48,17.1519,0
195,0.0012,0.0,100.0,518.67,642.5,1588.41,1410.14,14.62,21.61,554.25,2388.07,9067.95,1.3,47.37,521.11,2388.04,8154.85,8.4533,0.03,393,2388,100.0,38.9,23.4443,0
196,19.9982,0.7,100.0,491.19,607.55,1481.67,1249.16,9.35,13.66,335.22,2323.99,8738.78,1.07,44.6,315.5,2388.15,8069.87,9.1971,0.02,366,2324,100.0,24.51,14.7035,0
197,20.0072,0.7015,100.0,491.19,607.66,1485.32,1255.03,9.35,13.65,334.96,2324.06,8739.69,1.08,44.31,315.39,2388.16,8069.81,9.177,0.02,365,2324,100.0,24.31,14.6921,0
198,0.0028,0.0,100.0,518.67,642.22,1581.81,1403.9,14.62,21.61,553.42,2388.05,9076.58,1.3,47.3,521.79,2388.08,8154.84,8.4155,0.03,394,2388,100.0,38.82,23.4039,0
199,0.0024,0.0,100.0,518.67,642.44,1593.75,1402.6,14.62,21.61,554.4,2388.07,9073.11,1.3,47.61,522.09,2388.07,8153.02,8.4238,0.03,391,2388,100.0,38.97,23.2481,0
200,25.0019,0.6205,60.0,462.54,537.19,1268.74,1050.57,7.05,9.03,175.49,1915.52,8013.85,0.94,36.56,164.3,2028.45,7880.63,10.8791,0.02,308,1915,84.93,14.12,8.5921,0
201,0.0017,0.0011,100.0,518.67,642.58,1589.47,1408.76,14.62,21.61,554.18,2388.06,9068.53,1.3,47.39,521.4,2388.02,8151.15,8.4119,0.03,392,2388,100.0,38.97,23.3784,0
202,41.9983,0.84,100.0,445.0,549.43,1361.23,1124.06,3.91,5.71,138.96,2212.09,8333.98,1.02,42.01,130.48,2388.22,8093.14,9.3852,0.02,330,2212,100.0,10.5,6.4009,0
203,25.0045,0.62,60.0,462.54,536.47,1267.13,1043.17,7.05,9.03,175.65,1915.58,8020.37,0.94,36.7,164.26,2028.49,7885.85,10.9024,0.02,308,1915,84.93,14.18,8.626,0
204,0.0005,0.0,100.0,518.67,643.17,1589.83,1409.66,14.62,21.61,554.25,2388.06,9070.09,1.3,47.57,521.67,2388.04,8155.62,8.428,0.03,394,2388,100.0,38.89,23.4073,0
205,42.0072,0.84,100.0,445.0,549.94,1352.45,1119.32,3.91,5.72,138.39,2212.16,8337.18,1.02,41.97,130.99,2388.26,8096.78,9.3528,0.02,331,2212,100.0,10.75,6.3975,0
206,42.0016,0.8413,100.0,445.0,549.4,1352.98,1123.89,3.91,5.72,138.84,2212.19,8344.04,1.02,41.96,130.61,2388.22,8099.46,9.336,0.02,331,2212,100.0,10.65,6.2222,0
207,42.0003,0.84,100.0,445.0,549.75,1352.69,1122.88,3.91,5.72,138.62,2212.13,8329.41,1.02,42.13,131.05,2388.28,8100.66,9.3542,0.02,330,2212,100.0,10.36,6.4522,1
208,42.0057,0.84,100.0,445.0,549.21,1352.69,1133.21,3.91,5.72,138.48,2212.1,8345.61,1.02,42.21,130.01,2388.26,8097.7,9.3308,0.02,331,2212,100.0,10.59,6.4242,1
209,25.0029,0.6211,60.0,462.54,537.08,1256.15,1045.26,7.05,9.03,175.34,1915.59,8020.79,0.94,36.67,164.66,2028.49,7881.64,10.9252,0.02,305,1915,84.93,14.24,8.6842,1
210,0.0012,0.0,100.0,518.67,642.5,1585.23,1398.67,14.62,21.61,554.1,2388.07,9069.68,1.3,47.61,521.45,2388.1,8155.51,8.4476,0.03,393,2388,100.0,38.98,23.2261,1
211,0.0006,0.0015,100.0,518.67,642.26,1603.19,1402.02,14.62,21.61,553.38,2388.05,9078.37,1.3,47.38,521.16,2388.0,8149.88,8.4573,0.03,392,2388,100.0,38.85,23.2919,1
212,42.0038,0.8413,100.0,445.0,549.34,1356.14,1119.43,3.91,5.72,139.3,2212.2,8337.23,1.02,41.96,130.44,2388.29,8104.89,9.3568,0.02,331,2212,100.0,10.55,6.4484,1
213,42.0016,0.84,100.0,445.0,549.66,1352.99,1128.18,3.91,5.71,139.15,2212.12,8339.32,1.02,41.99,130.78,2388.24,8096.43,9.3788,0.02,330,2212,100.0,10.52,6.2897,1
214,20.0064,0.7,100.0,491.19,608.12,1485.11,1247.08,9.35,13.66,334.42,2324.03,8741.05,1.08,44.42,315.32,2388.12,8076.28,9.2269,0.02,365,2324,100.0,24.59,14.7785,1
215,25.0073,0.62,60.0,462.54,536.6,1261.92,1045.11,7.05,9.03,175.71,1915.57,8014.41,0.94,36.86,164.9,2028.4,7881.17,10.9021,0.02,309,1915,84.93,14.39,8.5881,1
216,42.0018,0.8416,100.0,445.0,550.01,1357.12,1134.29,3.91,5.72,138.88,2212.22,8334.84,1.02,42.07,130.84,2388.37,8105.7,9.3832,0.02,331,2212,100.0,10.56,6.3444,1
217,25.0061,0.62,60.0,462.54,536.5,1262.79,1044.77,7.05,9.03,175.58,1915.61,8025.76,0.94,36.73,164.55,2028.45,7883.28,10.8576,0.02,308,1915,84.93,14.29,8.575,1
218,24.9984,0.6207,60.0,462.54,537.2,1258.61,1052.46,7.05,9.03,175.4,1915.57,8024.11,0.94,36.72,165.11,2028.47,7891.15,10.858,0.02,306,1915,84.93,14.18,8.548,1
219,0.001,0.0004,100.0,518.67,642.51,1595.05,1407.18,14.62,21.61,553.32,2388.04,9074.87,1.3,47.39,521.15,2388.09,8151.95,8.4202,0.03,394,2388,100.0,38.94,23.3485,1
220,20.0016,0.7001,100.0,491.19,607.07,1487.96,1256.79,9.35,13.66,334.01,2324.04,8735.62,1.08,44.42,314.58,2388.19,8076.56,9.2124,0.02,365,2324,100.0,24.37,14.606,1
221,35.0004,0.8409,100.0,449.44,556.04,1363.88,1125.48,5.48,8.0,194.63,2223.26,8366.56,1.02,42.06,183.26,2388.36,8080.84,9.352,0.02,335,2223,100.0,14.94,8.7814,1
222,42.003,0.84,100.0,445.0,549.61,1347.33,1130.47,3.91,5.72,138.63,2212.13,8333.77,1.02,42.11,130.47,2388.32,8098.45,9.3521,0.02,331,2212,100.0,10.74,6.3477,1
223,42.0037,0.8404,100.0,445.0,549.21,1355.1,1126.55,3.91,5.72,139.15,2212.11,8337.85,1.02,42.17,130.82,2388.29,8094.49,9.3825,0.02,330,2212,100.0,10.6,6.3675,1
224,20.0023,0.7013,100.0,491.19,607.61,1490.79,1256.03,9.35,13.66,334.52,2324.01,8735.6,1.08,44.39,314.86,2388.14,8077.26,9.229,0.02,365,2324,100.0,24.21,14.6517,1
225,42.0056,0.84,100.0,445.0,549.56,1352.84,1134.78,3.91,5.72,139.03,2212.19,8334.68,1.02,42.02,130.88,2388.33,8104.11,9.3558,0.02,331,2212,100.0,10.7,6.3913,1
226,24.9983,0.6214,60.0,462.54,536.9,1255.59,1042.27,7.05,9.03,175.86,1915.63,8031.21,0.94,36.7,164.62,2028.51,7887.86,10.9144,0.02,308,1915,84.93,14.42,8.5308,1
227,35.0043,0.84,100.0,449.44,556.11,1376.16,1131.97,5.48,8.0,194.82,2223.21,8369.01,1.02,42.23,183.27,2388.33,8084.63,9.3608,0.02,333,2223,100.0,14.99,8.8733,1
228,42.0,0.8419,100.0,445.0,549.81,1349.07,1125.38,3.91,5.72,138.59,2212.15,8338.63,1.02,41.84,130.4,2388.28,8098.54,9.3817,0.02,330,2212,100.0,10.68,6.4092,1
229,10.0013,0.25,100.0,489.05,604.8,1492.22,1308.3,10.52,15.49,394.43,2318.93,8792.94,1.26,45.47,371.36,2388.13,8144.11,8.6403,0.03,369,2319,100.0,28.48,17.1698,1
230,0.0019,0.0004,100.0,518.67,642.29,1592.94,1411.03,14.62,21.61,554.04,2388.1,9073.74,1.3,47.54,521.55,2388.08,8160.3,8.4601,0.03,394,2388,100.0,38.78,23.3247,1
231,10.0033,0.25,100.0,489.05,605.06,1500.46,1301.37,10.52,15.49,394.56,2318.93,8795.97,1.26,45.41,371.89,2388.2,8148.39,8.6696,0.03,371,2319,100.0,28.46,17.2292,1
232,25.0014,0.62,60.0,462.54,537.01,1256.02,1052.88,7.05,9.03,175.53,1915.64,8022.0,0.94,36.76,164.69,2028.47,7889.75,10.9123,0.02,308,1915,84.93,14.16,8.6143,1
233,10.0077,0.2518,100.0,489.05,604.53,1498.28,1306.63,10.52,15.49,394.36,2318.9,8795.74,1.26,45.33,371.55,2388.12,8151.54,8.6511,0.03,368,2319,100.0,28.4,17.1019,1
234,42.0002,0.8415,100.0,445.0,549.31,1350.37,1128.15,3.91,5.72,139.15,2212.24,8340.56,1.02,42.19,130.59,2388.35,8101.96,9.3337,0.02,331,2212,100.0,10.58,6.3605,1
235,20.0037,0.7,100.0,491.19,607.87,1490.7,1245.88,9.35,13.66,335.08,2324.11,8742.32,1.07,44.39,315.07,2388.18,8077.6,9.2267,0.02,366,2324,100.0,24.5,14.5918,1
236,42.005,0.8414,100.0,445.0,549.7,1358.28,1126.24,3.91,5.71,138.88,2212.26,8345.84,1.02,42.18,130.32,2388.25,8103.32,9.3663,0.02,330,2212,100.0,10.52,6.3029,1
237,20.0032,0.7011,100.0,491.19,607.38,1487.4,1249.74,9.35,13.66,334.58,2324.09,8742.62,1.08,44.35,314.48,2388.22,8074.96,9.2158,0.02,368,2324,100.0,24.47,14.6368,1
238,42.0076,0.84,100.0,445.0,549.83,1353.65,1127.49,3.91,5.72,139.05,2212.14,8338.43,1.02,42.26,130.65,2388.28,8099.97,9.3613,0.02,331,2212,100.0,10.38,6.2336,1
239,34.9985,0.84,100.0,449.44,555.68,1360.84,1132.01,5.48,8.0,194.18,2223.24,8363.34,1.02,41.9,182.93,2388.35,8079.97,9.2712,0.02,333,2223,100.0,14.67,8.85,1
240,35.0045,0.8414,100.0,449.44,556.02,1371.64,1130.14,5.48,8.0,194.08,2223.3,8370.42,1.02,41.85,183.05,2388.37,8081.82,9.314,0.02,336,2223,100.0,14.69,8.7999,1
241,42.0011,0.8403,100.0,445.0,549.79,1356.74,1130.56,3.91,5.72,138.57,2212.17,8336.23,1.02,42.15,130.88,2388.3,8098.05,9.3547,0.02,332,2212,100.0,10.56,6.3867,1
242,35.0055,0.8417,100.0,449.44,555.89,1375.88,1133.32,5.48,8.0,194.76,2223.26,8364.25,1.02,42.17,182.83,2388.32,8085.97,9.3277,0.02,333,2223,100.0,14.91,8.8947,1
243,0.0017,0.0013,100.0,518.67,642.61,1593.74,1410.7,14.62,21.61,553.23,2388.09,9073.3,1.3,47.4,521.66,2388.06,8154.69,8.4408,0.03,394,2388,100.0,38.84,23.2827,1
244,25.0078,0.62,60.0,462.54,537.52,1266.33,1048.18,7.05,9.03,174.71,1915.65,8031.08,0.94,36.76,164.36,2028.51,7890.62,10.9029,0.02,306,1915,84.93,14.25,8.5365,1
245,42.0074,0.84,100.0,445.0,549.71,1353.17,1127.88,3.91,5.72,138.95,2212.23,8339.25,1.02,42.13,130.49,2388.33,8106.3,9.3583,0.02,330,2212,100.0,10.86,6.2855,1
246,25.0062,0.6212,60.0,462.54,536.76,1264.62,1052.68,7.05,9.03,174.9,1915.69,8023.54,0.94,36.8,164.14,2028.56,7889.36,10.8941,0.02,307,1915,84.93,14.2,8.4341,1
247,19.9996,0.7,100.0,491.19,607.24,1486.19,1251.61,9.35,13.66,333.8,2324.08,8739.15,1.07,44.63,314.97,2388.2,8079.01,9.2236,0.02,364,2324,100.0,24.55,14.7254,1
248,0.0022,0.0,100.0,518.67,642.72,1593.63,1412.0,14.62,21.61,553.28,2388.08,9077.35,1.3,47.65,521.02,2388.06,8152.19,8.455,0.03,393,2388,100.0,38.78,23.2122,1
249,35.0013,0.84,100.0,449.44,556.12,1368.35,1133.75,5.48,8.0,194.31,2223.22,8370.19,1.02,41.98,182.84,2388.32,8083.19,9.3222,0.02,333,2223,100.0,14.9,8.867,1
250,42.0018,0.8414,100.0,445.0,549.53,1363.79,1130.71,3.91,5.72,138.38,2212.23,8348.63,1.02,42.15,130.44,2388.29,8100.99,9.4238,0.02,331,2212,100.0,10.42,6.243,1
251,20.0077,0.7,100.0,491.19,608.0,1485.94,1248.53,9.35,13.66,334.77,2324.11,8741.54,1.08,44.41,315.09,2388.3,8081.92,9.21,0.02,366,2324,100.0,24.42,14.697,1
252,35.007,0.8406,100.0,449.44,555.23,1368.49,1131.03,5.48,8.0,194.46,2223.24,8364.24,1.02,42.05,182.93,2388.37,8085.93,9.3099,0.02,335,2223,100.0,14.83,8.8967,1
253,20.0035,0.7014,100.0,491.19,607.49,1481.26,1247.76,9.35,13.66,334.73,2324.12,8746.63,1.08,44.43,315.12,2388.24,8077.26,9.2827,0.02,365,2324,100.0,24.46,14.6316,1
254,0.0021,0.0008,100.0,518.67,642.87,1590.64,1406.21,14.62,21.61,553.66,2388.08,9080.63,1.3,47.63,521.69,2388.12,8162.92,8.4409,0.03,394,2388,100.0,38.63,23.2884,1
255,0.0018,0.0001,100.0,518.67,643.0,1592.59,1415.26,14.62,21.61,552.41,2388.08,9079.93,1.3,47.46,521.62,2388.12,8156.36,8.459,0.03,393,2388,100.0,38.69,23.209,1
256,10.0024,0.2515,100.0,489.05,604.38,1507.82,1312.35,10.52,15.5,394.25,2318.96,8799.48,1.26,45.72,371.36,2388.15,8149.06,8.6597,0.03,370,2319,100.0,28.27,17.16,1
257,19.9981,0.7019,100.0,491.19,607.49,1491.43,1251.6,9.35,13.66,333.98,2324.12,8741.77,1.08,44.51,314.83,2388.25,8078.31,9.2647,0.02,366,2324,100.0,24.31,14.6375,1
258,20.0011,0.7,100.0,491.19,608.01,1486.16,1254.81,9.35,13.66,334.89,2324.11,8743.82,1.08,44.37,314.15,2388.29,8075.53,9.225,0.02,367,2324,100.0,24.38,14.7177,1
259,41.9995,0.8408,100.0,445.0,549.35,1365.45,1128.13,3.91,5.72,138.76,2212.23,8340.07,1.02,42.24,130.45,2388.29,8098.31,9.328,0.02,331,2212,100.0,10.73,6.4397,1
260,0.0018,0.0,100.0,518.67,642.52,1590.79,1413.35,14.62,21.61,552.31,2388.07,9084.93,1.3,47.56,521.82,2388.05,8165.03,8.4669,0.03,392,2388,100.0,38.84,23.2596,1
261,42.0025,0.84,100.0,445.0,549.24,1354.16,1130.74,3.91,5.71,138.85,2212.2,8343.09,1.02,42.4,130.5,2388.32,8105.91,9.3775,0.02,332,2212,100.0,10.55,6.3885,1
262,20.0056,0.7005,100.0,491.19,607.75,1486.9,1253.01,9.35,13.66,335.09,2324.15,8743.7,1.08,44.43,314.49,2388.27,8080.62,9.2323,0.02,365,2324,100.0,24.42,14.5495,1
263,20.0049,0.7,100.0,491.19,607.5,1491.35,1254.2,9.35,13.66,334.44,2324.1,8744.99,1.08,44.42,314.81,2388.27,8083.45,9.2528,0.02,366,2324,100.0,24.51,14.5212,1
264,20.0008,0.7,100.0,491.19,608.33,1488.83,1248.85,9.35,13.66,333.76,2324.16,8749.27,1.08,44.65,314.45,2388.29,8086.85,9.2329,0.02,365,2324,100.0,24.47,14.6687,1
265,0.0027,0.0014,100.0,518.67,642.54,1592.32,1418.39,14.62,21.61,552.15,2388.11,9080.11,1.3,47.54,520.09,2388.1,8154.78,8.4395,0.03,394,2388,100.0,38.99,23.2312,1
266,35.0046,0.8404,100.0,449.44,555.82,1368.27,1133.26,5.48,8.0,194.43,2223.33,8373.83,1.03,41.92,182.97,2388.47,8093.18,9.3218,0.02,334,2223,100.0,14.82,8.8865,1
267,42.0027,0.8416,100.0,445.0,549.74,1355.22,1137.21,3.91,5.72,138.72,2212.35,8348.05,1.02,42.32,130.46,2388.37,8105.51,9.3626,0.02,332,2212,100.0,10.67,6.3435,1
268,34.9986,0.84,100.0,449.44,556.36,1366.35,1130.67,5.48,8.0,194.25,2223.32,8371.0,1.02,42.09,183.03,2388.43,8088.88,9.342,0.02,336,2223,100.0,14.66,8.9084,1
269,0.0022,0.0,100.0,518.67,643.16,1592.62,1410.41,14.62,21.61,553.27,2388.09,9082.71,1.3,47.52,520.92,2388.11,8159.51,8.4804,0.03,394,2388,100.0,38.69,23.2457,1
270,0.0011,0.0012,100.0,518.67,642.41,1597.69,1423.07,14.62,21.61,553.12,2388.07,9082.21,1.3,47.53,521.32,2388.07,8159.68,8.448,0.03,396,2388,100.0,38.77,23.3926,1
271,20.0074,0.7,100.0,491.19,607.96,1490.96,1255.29,9.35,13.66,334.41,2324.13,8753.36,1.08,44.56,314.86,2388.24,8080.81,9.2857,0.02,365,2324,100.0,24.39,14.6345,1
272,25.0007,0.62,60.0,462.54,537.04,1264.83,1055.08,7.05,9.03,175.21,1915.74,8030.05,0.94,37.06,164.52,2028.64,7895.04,10.9764,0.02,307,1915,84.93,14.09,8.5608,1
273,10.0063,0.25,100.0,489.05,604.7,1508.24,1309.61,10.52,15.49,394.67,2318.96,8806.21,1.26,45.66,371.2,2388.23,8158.41,8.6496,0.03,369,2319,100.0,28.47,17.0693,1
274,25.0016,0.62,60.0,462.54,537.25,1269.86,1058.72,7.05,9.03,175.57,1915.67,8033.98,0.94,36.93,164.87,2028.6,7891.31,10.9387,0.02,308,1915,84.93,14.24,8.5711,1
275,41.9989,0.84,100.0,445.0,549.41,1358.29,1139.11,3.91,5.72,138.76,2212.29,8350.5,1.02,42.22,130.16,2388.41,8111.08,9.3577,0.02,332,2212,100.0,10.51,6.4089,1
276,0.0,0.0,100.0,518.67,643.4,1598.97,1412.39,14.62,21.61,552.38,2388.09,9085.17,1.3,47.63,521.22,2388.09,8160.73,8.4435,0.03,392,2388,100.0,38.72,23.2168,2
277,25.0041,0.62,60.0,462.54,537.25,1266.32,1055.29,7.05,9.03,175.34,1915.7,8029.9,0.94,36.78,164.93,2028.61,7895.57,10.9341,0.02,308,1915,84.93,14.19,8.5254,2
278,0.0008,0.0011,100.0,518.67,642.94,1594.91,1406.01,14.62,21.61,553.18,2388.13,9084.47,1.3,47.85,521.17,2388.11,8156.47,8.4436,0.03,395,2388,100.0,38.69,23.1773,2
279,42.0057,0.84,100.0,445.0,550.11,1360.84,1130.02,3.91,5.72,138.42,2212.39,8351.12,1.02,42.11,130.1,2388.47,8113.56,9.3867,0.02,333,2212,100.0,10.42,6.3449,2
280,20.0012,0.7,100.0,491.19,607.72,1491.67,1262.84,9.35,13.66,334.2,2324.11,8750.41,1.08,44.4,314.79,2388.24,8078.01,9.2508,0.02,367,2324,100.0,24.31,14.6635,2
281,10.0026,0.25,100.0,489.05,604.88,1500.91,1315.62,10.52,15.5,393.59,2319.02,8812.17,1.26,45.6,370.55,2388.2,8155.42,8.6736,0.03,370,2319,100.0,28.53,17.0838,2
282,35.0033,0.8409,100.0,449.44,555.7,1367.79,1133.54,5.48,8.0,194.4,2223.37,8386.42,1.02,42.22,182.88,2388.48,8094.22,9.32,0.02,335,2223,100.0,14.99,8.913,2
283,10.0027,0.2501,100.0,489.05,604.87,1508.18,1319.06,10.52,15.49,393.33,2319.05,8808.29,1.26,45.72,371.61,2388.22,8151.18,8.6868,0.03,368,2319,100.0,28.57,17.005,2
284,41.9994,0.84,100.0,445.0,550.16,1348.68,1126.65,3.91,5.72,138.97,2212.34,8352.01,1.02,42.35,130.95,2388.45,8110.56,9.4278,0.02,331,2212,100.0,10.57,6.2479,2
285,25.0022,0.6204,60.0,462.54,537.03,1262.46,1054.18,7.05,9.03,175.2,1915.64,8029.85,0.94,36.78,164.66,2028.73,7894.79,10.9479,0.02,312,1915,84.93,14.23,8.5221,2
