Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
76,42.0005,0.84,100.0,445.0,549.35,1356.51,1128.7,3.91,5.71,138.42,2212.03,8334.35,1.02,42.07,130.45,2388.08,8089.45,9.3833,0.02,330,2212,100.0,10.78,6.4505,0
77,9.9994,0.25,100.0,489.05,604.71,1506.96,1312.84,10.52,15.49,394.41,2318.91,8783.15,1.26,45.27,371.53,2388.12,8141.5,8.6389,0.03,370,2319,100.0,28.62,17.0849,0
78,35.0058,0.84,100.0,449.44,555.3,1363.7,1126.61,5.48,8.0,195.36,2223.1,8369.0,1.02,41.8,183.35,2388.24,8082.21,9.2883,0.02,334,2223,100.0,14.78,8.8941,0
79,25.0036,0.62,60.0,462.54,536.91,1258.57,1049.04,7.05,9.03,175.81,1915.48,8019.19,0.94,36.74,165.01,2028.32,7876.13,10.8678,0.02,306,1915,84.93,14.25,8.5234,0
80,35.002,0.84,100.0,449.44,555.8,1364.74,1130.72,5.48,8.0,193.87,2223.06,8350.85,1.02,42.06,183.35,2388.15,8070.28,9.3174,0.02,334,2223,100.0,15.05,8.8496,0
81,42.0011,0.84,100.0,445.0,549.54,1359.92,1123.68,3.91,5.71,138.62,2212.09,8329.29,1.02,42.1,130.3,2388.1,8091.91,9.3432,0.02,330,2212,100.0,10.65,6.3542,0
82,25.0039,0.6214,60.0,462.54,536.36,1262.75,1040.96,7.05,9.03,175.69,1915.44,8014.65,0.94,36.61,164.75,2028.29,7879.62,10.8871,0.02,306,1915,84.93,14.21,8.5189,0
83,0.0004,0.0,100.0,518.67,642.51,1589.52,1413.38,14.62,21.61,553.58,2388.1,9064.96,1.3,47.31,521.2,2388.11,8147.56,8.392,0.03,392,2388,100.0,38.87,23.3361,0
84,0.0012,0.0,100.0,518.67,642.56,1584.22,1409.96,14.62,21.61,554.67,2388.05,9070.19,1.3,47.57,521.89,2388.06,8150.43,8.4316,0.03,394,2388,100.0,38.8,23.3616,0
85,9.9991,0.25,100.0,489.05,604.9,1499.73,1310.05,10.52,15.49,394.68,2318.91,8784.44,1.26,45.64,371.39,2388.11,8135.08,8.6135,0.03,369,2319,100.0,28.71,17.145,0
86,42.0065,0.8418,100.0,445.0,549.42,1351.89,1118.68,3.91,5.72,137.9,2212.03,8333.93,1.02,42.07,130.58,2388.15,8092.7,9.3552,0.02,331,2212,100.0,10.56,6.3045,0
87,10.0,0.25,100.0,489.05,604.6,1491.7,1310.75,10.52,15.49,394.15,2318.95,8790.23,1.26,45.46,371.2,2388.13,8144.01,8.6394,0.03,370,2319,100.0,28.67,17.1466,0
88,0.002,0.0,100.0,518.67,642.61,1591.45,1408.04,14.62,21.61,553.84,2388.08,9062.76,1.3,47.39,521.8,2388.07,8141.76,8.4223,0.03,393,2388,100.0,38.93,23.3275,0
89,10.0036,0.2511,100.0,489.05,604.27,1500.97,1300.79,10.52,15.49,394.88,2318.84,8787.9,1.26,45.48,371.78,2388.09,8138.98,8.6181,0.03,368,2319,100.0,28.52,17.091,0
90,0.0023,0.0,100.0,518.67,642.16,1586.72,1399.77,14.62,21.61,553.73,2388.06,9059.1,1.3,47.39,521.65,2388.08,8139.73,8.4382,0.03,393,2388,100.0,38.91,23.3514,0
91,20.0024,0.7,100.0,491.19,607.05,1487.33,1253.22,9.35,13.65,335.44,2324.0,8722.49,1.08,44.21,314.69,2388.13,8067.91,9.2124,0.02,364,2324,100.0,24.4,14.6847,0
92,25.0055,0.621,60.0,462.54,536.57,1259.27,1047.28,7.05,9.02,174.97,1915.42,8012.16,0.94,36.57,164.93,2028.37,7882.03,10.9193,0.02,306,1915,84.93,14.38,8.6009,0
93,42.0012,0.84,100.0,445.0,549.25,1348.03,1128.56,3.91,5.72,138.05,2212.09,8331.87,1.02,42.1,130.1,2388.14,8087.68,9.4003,0.02,333,2212,100.0,10.48,6.3192,0
94,35.002,0.84,100.0,449.44,555.24,1370.13,1130.96,5.48,8.0,194.64,2223.05,8357.55,1.02,41.97,183.31,2388.19,8071.61,9.3015,0.02,334,2223,100.0,14.89,8.9966,0
95,10.0015,0.2514,100.0,489.05,604.82,1499.04,1305.82,10.52,15.49,394.56,2318.95,8794.41,1.26,45.28,371.42,2388.09,8132.7,8.6358,0.03,370,2319,100.0,28.56,17.169,0
96,25.0076,0.6213,60.0,462.54,536.93,1253.24,1050.64,7.05,9.03,175.63,1915.44,8022.33,0.94,36.84,164.39,2028.4,7883.41,10.8929,0.02,307,1915,84.93,14.24,8.6058,0
97,35.0029,0.8414,100.0,449.44,555.55,1363.64,1123.54,5.48,8.0,195.49,2223.12,8357.39,1.02,41.84,183.37,2388.19,8074.55,9.3126,0.02,334,2223,100.0,14.64,8.9778,0
98,20.0036,0.7,100.0,491.19,607.52,1484.85,1253.96,9.35,13.65,335.36,2323.98,8725.86,1.08,44.49,314.85,2388.09,8073.53,9.2149,0.02,366,2324,100.0,24.49,14.7873,0
99,25.0051,0.62,60.0,462.54,536.47,1258.3,1047.39,7.05,9.03,175.4,1915.43,8020.0,0.94,36.84,164.24,2028.28,7875.86,10.9252,0.02,307,1915,84.93,14.26,8.6351,0
100,0.0012,0.0,100.0,518.67,642.07,1593.4,1405.38,14.62,21.61,553.65,2388.07,9061.41,1.3,47.38,521.53,2388.09,8146.38,8.4132,0.03,392,2388,100.0,38.96,23.2819,0
101,10.0041,0.25,100.0,489.05,605.01,1505.93,1313.21,10.52,15.49,394.57,2318.99,8790.72,1.26,45.56,371.98,2388.12,8131.09,8.6688,0.03,370,2319,100.0,28.42,17.1707,0
102,25.0006,0.6217,60.0,462.54,537.17,1263.58,1053.89,7.05,9.03,175.27,1915.49,8020.17,0.94,36.76,164.37,2028.36,7879.46,10.9153,0.02,308,1915,84.93,14.37,8.5795,0
103,10.0019,0.25,100.0,489.05,604.84,1496.48,1311.83,10.52,15.49,394.2,2318.91,8793.56,1.26,45.44,371.35,2388.14,8139.4,8.6851,0.03,369,2319,100.0,28.62,17.0672,0
104,25.0064,0.6205,60.0,462.54,536.88,1264.96,1054.55,7.05,9.03,175.82,1915.44,8021.49,0.94,36.54,163.94,2028.33,7881.26,10.8844,0.02,308,1915,84.93,14.24,8.6375,0
105,34.999,0.84,100.0,449.44,555.63,1364.6,1130.34,5.48,8.0,194.63,2223.02,8352.07,1.02,41.94,182.87,2388.16,8082.26,9.3076,0.02,334,2223,100.0,14.84,8.9376,0
106,10.0071,0.2512,100.0,489.05,605.13,1499.04,1309.17,10.52,15.49,393.95,2318.93,8785.68,1.26,45.28,371.85,2388.19,8138.1,8.6642,0.03,369,2319,100.0,28.55,17.0981,0
107,42.003,0.84,100.0,445.0,549.43,1358.69,1124.6,3.91,5.71,138.28,2212.04,8323.17,1.02,42.14,130.63,2388.1,8090.96,9.3511,0.02,331,2212,100.0,10.62,6.4336,0
108,25.0053,0.6215,60.0,462.54,537.3,1260.89,1053.78,7.05,9.03,176.03,1915.46,8020.55,0.94,36.7,164.97,2028.29,7880.0,10.8851,0.02,307,1915,84.93,14.26,8.5927,0
109,42.0074,0.84,100.0,445.0,549.9,1356.73,1130.27,3.91,5.72,138.31,2212.01,8331.47,1.02,42.2,130.41,2388.14,8090.26,9.3613,0.02,331,2212,100.0,10.71,6.3442,0
110,9.9996,0.2519,100.0,489.05,604.91,1502.57,1306.07,10.52,15.49,394.48,2318.92,8797.77,1.26,45.44,371.79,2388.14,8136.14,8.6365,0.03,370,2319,100.0,28.45,17.2254,1
111,0.0028,0.0,100.0,518.67,642.08,1587.12,1403.53,14.62,21.61,553.92,2388.08,9063.13,1.3,47.34,521.57,2388.05,8140.6,8.4361,0.03,393,2388,100.0,38.9,23.2659,1
112,42.0059,0.84,100.0,445.0,549.78,1355.55,1128.78,3.91,5.72,137.98,2212.04,8326.14,1.02,42.07,130.45,2388.08,8091.79,9.3558,0.02,331,2212,100.0,10.67,6.393,1
113,20.0042,0.7,100.0,491.19,607.82,1484.82,1252.82,9.35,13.65,334.33,2324.02,8728.76,1.08,44.52,314.98,2388.12,8072.21,9.2201,0.02,364,2324,100.0,24.52,14.6858,1
114,24.9986,0.62,60.0,462.54,537.2,1265.97,1051.02,7.05,9.03,175.79,1915.49,8019.18,0.94,36.74,165.33,2028.3,7876.51,10.9413,0.02,308,1915,84.93,14.14,8.5629,1
115,0.0025,0.0,100.0,518.67,642.22,1586.51,1408.51,14.62,21.61,553.82,2388.12,9062.96,1.3,47.62,521.12,2388.06,8141.63,8.4356,0.03,394,2388,100.0,38.92,23.2011,1
116,0.002,0.0,100.0,518.67,642.64,1596.98,1409.29,14.62,21.61,553.96,2388.08,9062.57,1.3,47.63,521.1,2388.04,8145.1,8.438,0.03,394,2388,100.0,38.85,23.3391,1
117,35.0046,0.8417,100.0,449.44,555.11,1367.26,1128.86,5.48,8.0,195.0,2223.05,8360.61,1.02,42.04,183.52,2388.12,8069.63,9.348,0.02,334,2223,100.0,14.79,8.918,1
118,42.0009,0.84,100.0,445.0,549.82,1359.98,1126.4,3.91,5.71,138.99,2211.98,8330.29,1.02,42.25,130.63,2388.14,8090.63,9.3749,0.02,331,2212,100.0,10.69,6.3221,1
119,20.0063,0.7011,100.0,491.19,607.58,1487.08,1251.95,9.35,13.66,334.68,2323.99,8732.77,1.08,44.44,315.13,2388.11,8069.68,9.2018,0.02,365,2324,100.0,24.41,14.6791,1
120,9.9999,0.25,100.0,489.05,605.31,1506.41,1312.33,10.52,15.49,393.94,2318.98,8786.04,1.26,45.35,371.13,2388.12,8134.63,8.6371,0.03,370,2319,100.0,28.63,17.2058,1
121,42.0009,0.8418,100.0,445.0,549.84,1349.63,1132.55,3.91,5.72,138.87,2211.99,8332.67,1.02,42.06,130.82,2388.08,8090.06,9.3856,0.02,330,2212,100.0,10.56,6.3296,1
122,25.0014,0.62,60.0,462.54,537.11,1264.17,1046.79,7.05,9.03,175.33,1915.44,8013.24,0.94,36.78,164.73,2028.29,7879.03,10.9201,0.02,308,1915,84.93,14.14,8.5416,1
123,42.0052,0.84,100.0,445.0,549.48,1361.18,1130.48,3.91,5.72,138.4,2211.98,8327.29,1.02,41.97,130.61,2388.05,8086.2,9.3612,0.02,331,2212,100.0,10.51,6.3228,1
124,0.0009,0.002,100.0,518.67,643.02,1589.34,1406.7,14.62,21.61,552.4,2388.06,9054.56,1.3,47.79,521.42,2388.11,8145.21,8.4489,0.03,393,2388,100.0,38.79,23.3235,1
125,42.0033,0.84,100.0,445.0,550.05,1362.67,1129.01,3.91,5.72,138.5,2211.94,8330.86,1.02,42.24,130.66,2387.99,8082.46,9.4064,0.02,333,2212,100.0,10.64,6.3141,1
126,10.0048,0.25,100.0,489.05,605.14,1505.13,1307.16,10.52,15.49,394.67,2318.98,8782.27,1.26,45.43,371.25,2388.13,8135.22,8.6931,0.03,371,2319,100.0,28.53,17.0822,1
127,19.9993,0.7,100.0,491.19,607.69,1490.47,1243.41,9.35,13.66,334.27,2324.03,8727.36,1.08,44.6,315.07,2388.16,8065.26,9.2584,0.02,365,2324,100.0,24.63,14.6215,1
128,20.0048,0.7017,100.0,491.19,607.74,1485.28,1257.83,9.35,13.66,333.97,2324.04,8732.97,1.08,44.56,314.76,2388.14,8059.6,9.216,0.02,365,2324,100.0,24.44,14.6261,1
129,10.0058,0.25,100.0,489.05,605.1,1500.6,1317.97,10.52,15.5,394.37,2319.02,8781.69,1.26,45.69,371.02,2388.15,8136.0,8.6921,0.03,369,2319,100.0,28.6,17.142,1
130,19.999,0.7,100.0,491.19,607.58,1483.01,1260.41,9.35,13.66,334.56,2324.02,8732.49,1.08,44.4,314.87,2388.13,8064.16,9.2288,0.02,365,2324,100.0,24.58,14.6096,1
131,20.0057,0.7,100.0,491.19,607.61,1495.71,1253.63,9.35,13.66,333.76,2323.98,8732.69,1.08,44.61,314.9,2388.17,8069.66,9.2629,0.03,365,2324,100.0,24.4,14.5705,1
132,42.0019,0.84,100.0,445.0,549.97,1354.48,1128.62,3.91,5.72,138.34,2211.93,8328.13,1.02,41.97,130.66,2388.0,8086.07,9.4035,0.02,331,2212,100.0,10.59,6.4529,1
133,24.9991,0.6207,60.0,462.54,536.9,1263.33,1047.71,7.05,9.03,174.91,1915.43,8021.82,0.94,36.82,164.98,2028.29,7870.61,10.9167,0.02,307,1915,84.93,14.19,8.5804,1
134,42.0023,0.84,100.0,445.0,549.51,1356.28,1133.88,3.91,5.72,138.93,2211.96,8333.8,1.02,42.14,130.91,2388.0,8083.97,9.3944,0.02,332,2212,100.0,10.7,6.2681,1
135,0.0013,0.0,100.0,518.67,642.07,1592.25,1410.36,14.62,21.61,553.53,2388.16,9064.91,1.3,47.68,520.95,2388.16,8139.34,8.4712,0.03,393,2388,100.0,38.95,23.1709,1
136,42.0,0.84,100.0,445.0,549.43,1357.36,1124.2,3.91,5.72,138.27,2211.89,8334.72,1.02,42.23,130.65,2387.98,8080.0,9.4012,0.02,332,2212,100.0,10.62,6.2251,1
137,20.0001,0.7008,100.0,491.19,607.63,1490.57,1249.48,9.35,13.66,334.82,2324.01,8729.24,1.08,44.36,314.4,2388.15,8058.75,9.2898,0.02,365,2324,100.0,24.5,14.7616,1
138,25.0062,0.6216,60.0,462.54,537.09,1264.06,1054.59,7.05,9.03,175.48,1915.38,8017.64,0.94,36.75,164.23,2028.26,7882.22,10.928,0.02,308,1915,84.93,14.34,8.4223,1
139,34.9999,0.84,100.0,449.44,555.92,1370.56,1135.46,5.48,8.0,194.28,2223.05,8359.03,1.02,42.1,183.17,2388.15,8073.63,9.3505,0.02,335,2223,100.0,14.65,8.8527,1
140,10.0011,0.2513,100.0,489.05,605.44,1503.46,1315.59,10.52,15.5,393.84,2318.99,8784.7,1.26,45.76,370.92,2388.2,8141.07,8.6685,0.03,370,2319,100.0,28.41,17.1151,1
141,42.0062,0.84,100.0,445.0,549.23,1349.69,1132.77,3.91,5.72,138.95,2211.9,8334.36,1.02,42.27,130.33,2388.01,8088.58,9.3749,0.02,332,2212,100.0,10.58,6.3977,1
142,10.0039,0.25,100.0,489.05,605.0,1512.07,1316.95,10.52,15.49,393.96,2319.01,8785.08,1.26,45.74,371.2,2388.3,8134.52,8.6892,0.03,371,2319,100.0,28.45,17.1205,1
143,42.0044,0.8403,100.0,445.0,550.09,1359.84,1129.91,3.91,5.72,138.1,2211.96,8327.28,1.02,42.35,130.67,2388.02,8090.31,9.3995,0.02,333,2212,100.0,10.47,6.3473,1
144,0.0003,0.0,100.0,518.67,642.69,1588.19,1411.12,14.62,21.61,552.94,2388.18,9065.6,1.3,47.93,520.49,2388.13,8141.07,8.462,0.03,394,2388,100.0,38.66,23.2443,1
145,10.0042,0.25,100.0,489.05,605.65,1501.85,1314.56,10.52,15.49,394.06,2318.98,8784.17,1.26,45.56,371.13,2388.21,8130.59,8.6953,0.03,369,2319,100.0,28.36,17.0023,1
146,42.0054,0.84,100.0,445.0,549.99,1354.33,1127.2,3.91,5.71,138.14,2211.87,8321.84,1.02,42.27,131.0,2387.94,8085.16,9.3724,0.02,333,2212,100.0,10.67,6.3585,1
147,0.0026,0.0007,100.0,518.67,643.15,1600.47,1416.09,14.62,21.61,552.72,2388.16,9055.31,1.3,47.69,520.51,2388.18,8141.73,8.4457,0.03,392,2388,100.0,38.77,23.209,2
148,10.0057,0.25,100.0,489.05,605.35,1503.47,1323.97,10.52,15.5,393.87,2319.01,8783.33,1.26,45.66,371.66,2388.25,8132.15,8.6907,0.03,370,2319,100.0,28.32,17.1576,2
149,25.0021,0.62,60.0,462.54,536.63,1267.83,1049.68,7.05,9.03,175.51,1915.42,8014.59,0.94,37.06,164.25,2028.26,7873.63,10.9079,0.02,308,1915,84.93,14.2,8.6105,2
150,0.0017,0.0,100.0,518.67,643.63,1583.81,1417.81,14.62,21.61,551.94,2388.16,9059.95,1.3,47.8,520.75,2388.13,8139.93,8.4369,0.03,393,2388,100.0,38.68,23.3029,2
151,20.0041,0.7019,100.0,491.19,607.82,1488.33,1258.88,9.35,13.66,334.95,2324.1,8731.74,1.07,44.68,314.57,2388.16,8061.89,9.2331,0.02,366,2324,100.0,24.35,14.578,2
152,42.0003,0.84,100.0,445.0,549.82,1352.67,1137.88,3.91,5.72,138.36,2211.88,8330.09,1.02,42.38,130.68,2387.87,8083.39,9.3972,0.02,333,2212,100.0,10.61,6.3323,2
153,0.0007,0.0,100.0,518.67,643.07,1592.8,1420.01,14.62,21.61,552.43,2388.13,9070.43,1.3,47.81,520.64,2388.14,8130.13,8.4779,0.03,395,2388,100.0,38.74,23.3042,2
154,34.998,0.8412,100.0,449.44,556.06,1370.16,1138.85,5.48,8.0,194.47,2223.01,8363.58,1.02,42.26,182.97,2388.03,8073.24,9.3672,0.02,335,2223,100.0,14.91,8.8659,2
155,42.0015,0.84,100.0,445.0,550.43,1355.5,1143.74,3.91,5.72,138.58,2211.93,8319.83,1.02,42.4,130.34,2388.03,8080.02,9.4058,0.02,332,2212,100.0,10.42,6.4092,2
156,20.0006,0.7018,100.0,491.19,607.51,1489.14,1260.44,9.35,13.66,333.44,2324.08,8731.76,1.08,44.93,314.23,2388.2,8057.6,9.2983,0.02,367,2324,100.0,24.31,14.6185,2
157,20.0001,0.7018,100.0,491.19,607.57,1485.17,1252.37,9.35,13.66,333.45,2324.08,8723.82,1.08,44.89,314.3,2388.15,8059.99,9.2263,0.02,367,2324,100.0,24.23,14.6588,2
158,35.006,0.84,100.0,449.44,556.29,1373.25,1136.21,5.48,8.0,193.32,2222.94,8350.12,1.02,42.38,182.18,2388.08,8067.35,9.395,0.02,336,2223,100.0,14.71,8.8812,2
159,42.0065,0.8418,100.0,445.0,549.77,1355.94,1136.77,3.91,5.72,138.91,2211.89,8319.01,1.02,42.43,130.63,2387.95,8084.51,9.3937,0.02,332,2212,100.0,10.41,6.3597,2
160,42.0009,0.84,100.0,445.0,549.68,1352.52,1137.55,3.91,5.72,137.91,2211.78,8324.14,1.02,42.55,130.11,2387.87,8082.67,9.3782,0.02,334,2212,100.0,10.54,6.4027,2
161,24.998,0.62,60.0,462.54,536.92,1270.01,1064.22,7.05,9.03,174.62,1915.32,8002.66,0.94,37.01,164.69,2028.18,7869.55,10.9751,0.02,309,1915,84.93,14.3,8.5046,2
162,20.0026,0.7,100.0,491.19,608.66,1488.5,1260.77,9.35,13.66,333.64,2324.02,8726.6,1.07,44.79,314.68,2388.2,8058.17,9.2883,0.03,366,2324,100.0,24.28,14.6283,2
163,35.0058,0.84,100.0,449.44,556.44,1373.69,1137.14,5.48,8.0,194.23,2222.94,8348.89,1.02,42.39,182.58,2387.94,8067.26,9.4064,0.02,337,2223,100.0,14.69,8.8331,2
164,41.9983,0.84,100.0,445.0,550.45,1357.09,1140.43,3.91,5.71,137.93,2211.79,8326.79,1.02,42.47,130.52,2387.85,8081.7,9.4303,0.02,331,2212,100.0,10.63,6.2737,2
165,10.0039,0.2501,100.0,489.05,605.32,1504.85,1318.75,10.52,15.5,393.71,2319.1,8788.48,1.26,45.99,371.24,2388.26,8128.35,8.7289,0.03,372,2319,100.0,28.34,16.9867,2
166,41.9994,0.84,100.0,445.0,549.52,1358.91,1142.0,3.91,5.71,137.77,2211.81,8328.61,1.02,42.41,129.97,2387.89,8083.18,9.3865,0.02,333,2212,100.0,10.41,6.3611,2
167,0.0,0.0016,100.0,518.67,642.45,1599.69,1417.59,14.62,21.61,551.92,2388.17,9056.08,1.3,48.06,520.2,2388.22,8135.85,8.4881,0.03,396,2388,100.0,38.66,23.1673,2
168,0.0009,0.0,100.0,518.67,643.39,1594.92,1426.14,14.62,21.61,552.78,2388.24,9061.39,1.3,48.02,520.05,2388.22,8135.06,8.5071,0.03,395,2388,100.0,38.42,23.0943,2
169,42.0003,0.8404,100.0,445.0,550.25,1355.39,1143.18,3.91,5.72,138.29,2211.7,8322.25,1.02,42.48,130.12,2387.77,8081.54,9.4411,0.02,332,2212,100.0,10.47,6.3072,2
170,24.9997,0.62,60.0,462.54,536.94,1267.63,1054.16,7.05,9.03,175.25,1915.31,8010.2,0.94,37.13,164.27,2028.22,7872.2,10.9928,0.02,307,1915,84.93,14.0,8.5398,2
171,0.0027,0.0018,100.0,518.67,642.96,1602.25,1418.14,14.62,21.61,551.87,2388.28,9056.79,1.3,48.03,520.16,2388.17,8127.87,8.4842,0.03,394,2388,100.0,38.58,23.1241,2
172,20.008,0.7,100.0,491.19,607.91,1496.2,1264.05,9.35,13.66,333.91,2324.08,8728.87,1.07,44.83,314.23,2388.22,8060.39,9.2955,0.03,370,2324,100.0,24.37,14.6126,2
173,25.0003,0.62,60.0,462.54,536.88,1274.44,1064.85,7.05,9.03,175.47,1915.25,8009.5,0.94,37.23,164.42,2028.12,7869.64,10.9509,0.02,310,1915,84.93,14.22,8.5088,2
174,25.0051,0.62,60.0,462.54,536.88,1272.18,1068.84,7.05,9.03,174.85,1915.25,8010.59,0.94,37.11,164.03,2028.11,7870.13,11.0033,0.02,310,1915,84.93,14.11,8.4725,2
175,25.0027,0.62,60.0,462.54,537.23,1271.63,1068.85,7.05,9.03,175.76,1915.2,8015.05,0.94,37.19,164.26,2028.05,7871.97,10.9884,0.02,309,1915,84.93,14.07,8.4494,2
176,42.006,0.84,100.0,445.0,550.11,1365.53,1142.2,3.91,5.72,138.24,2211.66,8313.81,1.02,42.77,130.16,2387.73,8082.59,9.4269,0.02,333,2212,100.0,10.62,6.2355,2
177,42.0035,0.84,100.0,445.0,550.81,1360.84,1143.23,3.91,5.72,138.24,2211.67,8321.21,1.02,42.78,130.67,2387.76,8079.65,9.4484,0.02,333,2212,100.0,10.39,6.2746,2
178,35.0016,0.8406,100.0,449.44,556.48,1382.65,1151.9,5.48,8.0,194.52,2222.88,8349.36,1.02,42.52,182.29,2388.0,8059.89,9.4536,0.02,336,2223,100.0,14.71,8.8987,2
179,9.9987,0.25,100.0,489.05,605.65,1517.73,1339.02,10.52,15.5,392.56,2319.21,8783.78,1.26,45.99,370.38,2388.41,8119.34,8.751,0.03,371,2319,100.0,28.34,16.9099,2
180,41.9988,0.8414,100.0,445.0,549.89,1360.11,1144.24,3.91,5.72,139.04,2211.59,8323.39,1.02,42.71,130.4,2387.6,8073.63,9.4695,0.02,333,2212,100.0,10.43,6.3144,2
181,19.9991,0.7,100.0,491.19,608.31,1494.03,1264.88,9.35,13.66,333.85,2324.18,8723.29,1.07,44.96,313.54,2388.27,8054.76,9.2961,0.03,368,2324,100.0,24.22,14.5538,2
182,42.002,0.84,100.0,445.0,550.02,1357.5,1148.51,3.91,5.72,137.62,2211.63,8322.7,1.02,42.67,129.93,2387.68,8077.21,9.4965,0.02,334,2212,100.0,10.38,6.2951,2
183,0.0008,0.0011,100.0,518.67,643.53,1591.63,1432.03,14.62,21.61,551.84,2388.28,9049.49,1.3,48.14,519.52,2388.3,8124.43,8.5449,0.03,397,2388,100.0,38.5,23.0673,2
1,25.0063,0.6217,60.0,462.54,536.94,1255.91,1041.64,7.05,9.02,176.24,1915.4,8011.32,0.94,36.57,165.28,2028.23,7872.89,10.8215,0.02,306,1915,84.93,14.51,8.7013,0
2,0.0026,0.0,100.0,518.67,641.81,1574.14,1399.92,14.62,21.6,556.8,2388.05,9057.57,1.3,47.34,524.04,2388.09,8138.93,8.3777,0.03,391,2388,100.0,39.29,23.5659,0
3,25.0003,0.62,60.0,462.54,536.89,1252.11,1039.9,7.05,9.02,176.0,1915.37,8012.73,0.94,36.51,165.44,2028.26,7869.79,10.7877,0.02,306,1915,84.93,14.22,8.6543,0
4,0.0009,0.0011,100.0,518.67,641.98,1590.08,1396.05,14.62,21.6,556.22,2388.11,9059.96,1.3,47.15,524.54,2388.04,8138.8,8.3643,0.03,391,2388,100.0,39.27,23.4107,0
5,0.0005,0.0,100.0,518.67,641.84,1583.97,1403.76,14.62,21.61,556.9,2388.08,9058.46,1.3,47.14,524.25,2388.07,8144.32,8.3755,0.03,392,2388,100.0,39.22,23.5791,0
6,20.0072,0.7,100.0,491.19,607.1,1483.52,1248.89,9.35,13.64,336.1,2323.96,8710.96,1.08,44.19,316.06,2388.09,8064.98,9.133,0.02,364,2324,100.0,24.65,14.9264,0
7,35.0072,0.84,100.0,449.44,555.69,1360.43,1127.35,5.48,7.99,195.39,2223.0,8350.45,1.02,41.75,183.97,2388.11,8079.61,9.2817,0.02,334,2223,100.0,15.17,9.0078,0
8,25.0057,0.622,60.0,462.54,537.07,1258.67,1037.33,7.05,9.02,175.84,1915.35,8016.87,0.94,36.42,165.34,2028.25,7873.72,10.8519,0.02,306,1915,84.93,14.25,8.6643,0
9,42.004,0.8406,100.0,445.0,549.15,1346.01,1122.55,3.91,5.71,139.18,2211.97,8326.01,1.02,41.7,131.53,2388.09,8095.21,9.3047,0.02,329,2212,100.0,10.59,6.4292,0
10,25.0069,0.6207,60.0,462.54,536.89,1259.23,1041.79,7.05,9.02,175.93,1915.37,8016.75,0.94,36.49,165.0,2028.25,7877.96,10.8669,0.02,305,1915,84.93,14.35,8.6049,0
11,25.0068,0.6208,60.0,462.54,536.6,1255.22,1038.1,7.05,9.02,175.87,1915.35,8011.33,0.94,36.7,164.94,2028.29,7879.24,10.8455,0.02,307,1915,84.93,14.26,8.6354,0
12,25.0017,0.6205,60.0,462.54,536.84,1262.71,1041.31,7.05,9.02,176.51,1915.35,8014.03,0.94,36.49,165.5,2028.27,7878.72,10.7838,0.02,307,1915,84.93,14.19,8.5913,0
13,42.0001,0.8407,100.0,445.0,549.33,1347.25,1116.98,3.91,5.71,139.52,2211.95,8315.31,1.02,41.8,131.21,2388.04,8090.02,9.2995,0.02,330,2212,100.0,10.69,6.3068,0
14,42.0068,0.84,100.0,445.0,549.49,1354.21,1111.4,3.91,5.71,138.87,2211.98,8324.57,1.02,41.83,130.64,2388.05,8088.51,9.2884,0.02,329,2212,100.0,10.77,6.4293,0
15,0.0024,0.0,100.0,518.67,642.2,1589.15,1396.98,14.62,21.6,556.42,2388.07,9062.45,1.3,47.29,524.08,2388.05,8143.77,8.377,0.03,392,2388,100.0,39.26,23.4561,0
16,35.0034,0.84,100.0,449.44,555.47,1357.61,1124.06,5.48,7.99,195.54,2222.98,8349.9,1.03,41.55,183.67,2388.16,8073.8,9.2668,0.02,333,2223,100.0,15.03,8.9928,0
17,35.0052,0.84,100.0,449.44,555.36,1362.24,1125.83,5.48,7.99,195.57,2223.01,8351.98,1.03,41.65,184.27,2388.1,8067.62,9.2541,0.02,334,2223,100.0,15.1,9.0927,0
18,0.0006,0.0005,100.0,518.67,642.53,1588.04,1399.7,14.62,21.6,557.2,2388.03,9062.8,1.3,47.18,524.52,2388.07,8148.93,8.382,0.03,392,2388,100.0,39.24,23.4836,0
19,20.0055,0.7004,100.0,491.19,606.45,1476.52,1240.28,9.35,13.65,335.69,2323.9,8726.45,1.08,44.22,316.51,2388.1,8068.51,9.1634,0.02,364,2324,100.0,24.85,14.7603,0
20,25.0,0.62,60.0,462.54,536.36,1257.38,1039.21,7.05,9.02,175.53,1915.36,8008.51,0.94,36.6,164.65,2028.32,7879.67,10.8264,0.02,306,1915,84.93,14.36,8.6014,0
21,9.9987,0.2516,100.0,489.05,604.37,1497.94,1298.43,10.52,15.48,396.23,2318.94,8780.91,1.26,45.21,373.08,2388.07,8139.41,8.652,0.03,367,2319,100.0,28.89,17.2359,0
22,19.9986,0.7,100.0,491.19,606.63,1477.48,1232.36,9.35,13.64,335.88,2323.94,8729.45,1.08,44.14,316.32,2388.05,8064.35,9.17,0.02,365,2324,100.0,24.52,14.7763,0
